secs,&nbsp;4 12:28+1&gt;1,&nbsp;4 12:34+2&gt;2,&nbsp;4 14:24+6&gt;2,&nbsp;4 17:43+0&gt;2,&nbsp;9c+ 18:19+0&gt;13,&nbsp;9c+ 18:20+0&gt;24,&nbsp;9a 18:23+26&gt;26
217,NaN,NaN,1.79,NaN,NaN,NaN,0.89
217.5,NaN,NaN,1.79,NaN,NaN,NaN,0.92
218,NaN,NaN,1.79,NaN,NaN,NaN,0.95
218.5,NaN,NaN,1.80,NaN,NaN,NaN,0.96
219,NaN,NaN,1.78,NaN,NaN,NaN,0.96
219.5,NaN,NaN,1.77,NaN,NaN,NaN,0.95
220,NaN,NaN,1.75,NaN,NaN,NaN,0.94
220.5,NaN,NaN,1.71,NaN,NaN,NaN,0.92
221,NaN,NaN,1.68,NaN,NaN,NaN,0.89
221.5,NaN,NaN,1.64,NaN,NaN,NaN,0.86
222,NaN,NaN,1.61,NaN,NaN,NaN,0.80
222.5,NaN,NaN,1.55,NaN,NaN,NaN,0.75
223,NaN,NaN,1.51,NaN,NaN,NaN,0.70
223.5,NaN,NaN,1.46,NaN,NaN,NaN,0.68
224,NaN,NaN,1.42,NaN,NaN,NaN,0.62
224.5,NaN,NaN,1.40,NaN,NaN,NaN,0.60
225,NaN,0.00,1.36,NaN,NaN,NaN,0.58
225.5,NaN,0.13,1.31,NaN,NaN,NaN,0.55
226,NaN,0.19,1.26,NaN,NaN,NaN,0.51
226.5,NaN,0.32,1.23,NaN,NaN,NaN,0.50
227,NaN,0.46,1.19,NaN,NaN,NaN,0.49
227.5,NaN,0.56,1.17,NaN,NaN,NaN,0.49
228,NaN,0.66,1.13,NaN,NaN,NaN,0.50
228.5,NaN,0.70,1.09,NaN,NaN,NaN,0.50
229,NaN,0.75,1.04,NaN,NaN,NaN,0.52
229.5,NaN,0.80,1.02,NaN,NaN,NaN,0.57
230,NaN,0.81,0.97,NaN,NaN,NaN,0.64
230.5,NaN,0.79,0.94,NaN,NaN,NaN,0.71
231,NaN,0.78,0.90,NaN,NaN,NaN,0.74
231.5,NaN,0.76,0.88,NaN,NaN,NaN,0.80
232,NaN,0.74,0.87,NaN,NaN,NaN,0.86
232.5,NaN,0.68,0.88,NaN,NaN,NaN,0.93
233,NaN,0.63,0.87,NaN,NaN,NaN,0.99
233.5,NaN,0.61,0.86,NaN,NaN,NaN,1.00
234,NaN,0.59,0.87,NaN,NaN,NaN,1.05
234.5,NaN,0.58,0.88,NaN,NaN,NaN,1.11
235,NaN,0.59,0.87,NaN,NaN,NaN,1.12
235.5,NaN,0.58,0.87,NaN,NaN,NaN,1.13
236,NaN,0.59,0.85,NaN,NaN,NaN,1.14
236.5,NaN,0.58,0.83,NaN,NaN,NaN,1.14
237,NaN,0.59,0.83,NaN,NaN,NaN,1.15
237.5,NaN,0.63,0.83,NaN,NaN,NaN,1.15
238,NaN,0.64,0.87,NaN,NaN,NaN,1.16
238.5,NaN,0.64,0.91,NaN,NaN,NaN,1.16
239,NaN,0.61,0.93,NaN,NaN,NaN,1.19
239.5,NaN,0.54,0.94,NaN,NaN,NaN,1.18
240,NaN,0.47,1.00,NaN,NaN,NaN,1.17
240.5,NaN,0.40,1.07,NaN,NaN,NaN,1.14
241,NaN,0.38,1.09,NaN,NaN,NaN,1.12
241.5,NaN,0.34,1.12,NaN,NaN,NaN,1.08
242,NaN,0.31,1.13,NaN,NaN,NaN,1.06
242.5,NaN,0.29,1.14,NaN,NaN,NaN,1.04
243,NaN,0.28,1.18,NaN,NaN,NaN,0.99
243.5,NaN,0.29,1.22,NaN,NaN,NaN,0.97
244,NaN,0.34,1.25,NaN,NaN,NaN,0.94
244.5,NaN,0.40,1.32,NaN,NaN,NaN,0.95
245,NaN,0.47,1.37,NaN,NaN,NaN,0.93
245.5,NaN,0.48,1.41,NaN,NaN,NaN,0.92
246,NaN,0.50,1.46,NaN,NaN,NaN,0.92
246.5,NaN,0.50,1.48,NaN,NaN,NaN,0.92
247,NaN,0.46,1.51,NaN,NaN,NaN,0.89
247.5,NaN,0.41,1.56,NaN,NaN,NaN,0.88
248,NaN,0.40,1.59,NaN,NaN,NaN,0.87
248.5,NaN,0.35,1.63,NaN,NaN,NaN,0.87
249,NaN,0.31,1.68,NaN,NaN,NaN,0.86
249.5,NaN,0.29,1.74,NaN,NaN,NaN,0.84
250,NaN,0.30,1.81,NaN,NaN,NaN,0.83
250.5,NaN,0.30,1.86,NaN,NaN,NaN,0.82
251,NaN,0.31,1.90,NaN,NaN,NaN,0.81
251.5,NaN,0.32,1.91,NaN,NaN,NaN,0.78
252,NaN,0.35,1.91,NaN,NaN,NaN,0.75
252.5,NaN,0.38,1.89,NaN,NaN,NaN,0.74
253,NaN,0.40,1.83,NaN,NaN,NaN,0.72
253.5,NaN,0.43,1.81,NaN,NaN,NaN,0.70
254,NaN,0.46,1.80,NaN,NaN,NaN,0.69
254.5,NaN,0.51,1.77,NaN,NaN,NaN,0.69
255,NaN,0.55,1.74,NaN,NaN,NaN,0.71
255.5,NaN,0.58,1.72,NaN,NaN,NaN,0.70
256,NaN,0.63,1.67,NaN,NaN,NaN,0.69
256.5,NaN,0.70,1.65,NaN,NaN,NaN,0.71
257,NaN,0.78,1.62,NaN,NaN,NaN,0.74
257.5,NaN,0.87,1.58,NaN,NaN,NaN,0.75
258,NaN,0.91,1.54,NaN,NaN,NaN,0.76
258.5,NaN,0.99,1.49,NaN,NaN,NaN,0.77
259,NaN,1.05,1.46,NaN,NaN,NaN,0.80
259.5,NaN,1.11,1.40,NaN,NaN,NaN,0.83
260,NaN,1.14,1.36,NaN,NaN,NaN,0.86
260.5,NaN,1.16,1.33,NaN,NaN,NaN,0.87
261,NaN,1.18,1.33,NaN,NaN,NaN,0.88
261.5,NaN,1.21,1.31,NaN,NaN,NaN,0.91
262,NaN,1.21,1.29,NaN,NaN,NaN,0.91
262.5,NaN,1.22,1.30,NaN,NaN,NaN,0.93
263,NaN,1.20,1.29,NaN,NaN,NaN,0.95
263.5,NaN,1.17,1.27,NaN,NaN,NaN,0.94
264,NaN,1.15,1.25,NaN,NaN,NaN,0.95
264.5,NaN,1.13,1.22,NaN,NaN,NaN,0.95
265,NaN,1.11,1.20,NaN,NaN,NaN,0.93
265.5,NaN,1.12,1.17,NaN,NaN,NaN,0.92
266,NaN,1.13,1.13,NaN,NaN,NaN,0.91
266.5,NaN,1.14,1.13,NaN,NaN,NaN,0.89
267,NaN,1.13,1.11,NaN,NaN,NaN,0.87
267.5,NaN,1.13,1.07,NaN,NaN,NaN,0.88
268,NaN,1.13,1.03,NaN,NaN,NaN,0.87
268.5,NaN,1.12,0.97,NaN,NaN,NaN,0.87
269,NaN,1.10,0.94,NaN,NaN,NaN,0.86
269.5,NaN,1.08,0.89,NaN,NaN,NaN,0.85
270,NaN,1.06,0.82,NaN,NaN,NaN,0.83
270.5,NaN,1.05,0.75,NaN,NaN,NaN,0.82
271,NaN,1.03,0.67,NaN,NaN,NaN,0.82
271.5,NaN,1.04,0.63,NaN,NaN,NaN,0.81
272,NaN,1.05,0.57,NaN,NaN,NaN,0.80
272.5,NaN,1.03,0.51,NaN,NaN,NaN,0.78
273,NaN,1.03,0.49,NaN,NaN,NaN,0.77
273.5,NaN,1.03,0.48,NaN,NaN,NaN,0.78
274,NaN,1.02,0.46,NaN,NaN,NaN,0.80
274.5,NaN,1.01,0.49,NaN,NaN,NaN,0.81
275,NaN,0.99,0.43,NaN,NaN,NaN,0.85
275.5,NaN,0.98,0.38,NaN,NaN,NaN,0.87
276,NaN,0.96,0.36,NaN,NaN,NaN,0.92
276.5,NaN,0.98,0.36,NaN,NaN,NaN,0.93
277,NaN,1.00,0.37,NaN,NaN,NaN,0.97
277.5,NaN,0.99,0.42,NaN,NaN,NaN,1.00
278,NaN,1.01,0.45,NaN,NaN,NaN,1.04
278.5,NaN,1.02,0.52,NaN,NaN,NaN,1.06
279,NaN,1.05,0.56,NaN,NaN,NaN,1.09
279.5,NaN,1.05,0.62,NaN,NaN,NaN,1.11
280,NaN,1.02,0.71,NaN,NaN,NaN,1.12
280.5,NaN,1.02,0.79,NaN,NaN,NaN,1.12
281,NaN,1.03,0.87,NaN,NaN,NaN,1.11
281.5,NaN,1.04,0.91,NaN,NaN,NaN,1.08
282,NaN,1.07,0.95,NaN,NaN,NaN,1.05
282.5,NaN,1.11,1.02,NaN,NaN,NaN,1.04
283,NaN,1.12,1.10,NaN,NaN,NaN,1.02
283.5,NaN,1.17,1.19,NaN,NaN,NaN,1.02
284,NaN,1.22,1.23,NaN,NaN,NaN,1.01
284.5,NaN,1.25,1.33,NaN,NaN,NaN,1.01
285,NaN,1.32,1.41,NaN,NaN,NaN,1.03
285.5,NaN,1.35,1.48,NaN,NaN,NaN,1.07
286,NaN,1.39,1.54,NaN,NaN,NaN,1.09
286.5,NaN,1.44,1.56,NaN,NaN,NaN,1.14
287,NaN,1.48,1.61,NaN,NaN,NaN,1.15
287.5,NaN,1.52,1.65,NaN,NaN,NaN,1.19
288,NaN,1.53,1.66,NaN,NaN,NaN,1.21
288.5,NaN,1.56,1.65,NaN,NaN,NaN,1.26
289,NaN,1.57,1.64,NaN,NaN,NaN,1.29
289.5,NaN,1.53,1.60,NaN,NaN,NaN,1.31
290,NaN,1.48,1.55,NaN,NaN,NaN,1.34
290.5,NaN,1.45,1.52,NaN,NaN,NaN,1.35
291,NaN,1.38,1.46,NaN,NaN,NaN,1.37
291.5,NaN,1.31,1.43,NaN,NaN,NaN,1.38
292,NaN,1.28,1.37,NaN,NaN,NaN,1.37
292.5,NaN,1.24,1.33,NaN,NaN,NaN,1.36
293,NaN,1.22,1.26,NaN,NaN,NaN,1.35
293.5,NaN,1.20,1.21,NaN,NaN,NaN,1.35
294,NaN,1.16,1.19,NaN,NaN,NaN,1.33
294.5,NaN,1.12,1.13,NaN,NaN,NaN,1.30
295,NaN,1.09,1.09,NaN,NaN,NaN,1.29
295.5,NaN,1.09,1.05,NaN,NaN,NaN,1.26
296,NaN,1.05,1.00,NaN,NaN,NaN,1.23
296.5,NaN,1.04,0.98,NaN,NaN,NaN,1.21
297,NaN,1.05,0.96,NaN,NaN,NaN,1.16
297.5,NaN,1.09,0.93,NaN,NaN,NaN,1.12
298,NaN,1.11,0.90,NaN,NaN,NaN,1.10
298.5,NaN,1.13,0.87,NaN,NaN,NaN,1.07
299,NaN,1.16,0.86,NaN,NaN,NaN,1.03
299.5,NaN,1.17,0.85,NaN,NaN,NaN,0.99
300,NaN,1.16,0.83,NaN,NaN,NaN,0.96
300.5,NaN,1.15,0.81,NaN,NaN,NaN,0.94
301,NaN,1.13,0.81,NaN,NaN,NaN,0.91
301.5,NaN,1.09,0.82,NaN,NaN,NaN,0.87
302,NaN,1.06,0.82,NaN,NaN,NaN,0.84
302.5,NaN,1.05,0.83,NaN,NaN,NaN,0.84
303,NaN,1.00,0.84,NaN,NaN,NaN,0.84
303.5,NaN,0.97,0.84,NaN,NaN,NaN,0.83
304,NaN,0.92,0.85,NaN,NaN,NaN,0.83
304.5,NaN,0.89,0.87,NaN,NaN,NaN,0.82
305,NaN,0.82,0.88,NaN,NaN,NaN,0.82
305.5,NaN,0.70,0.91,NaN,NaN,NaN,0.82
306,NaN,0.59,0.95,NaN,NaN,NaN,0.84
306.5,NaN,0.49,0.97,NaN,NaN,NaN,0.85
307,NaN,0.44,0.99,NaN,NaN,NaN,0.83
307.5,NaN,0.32,1.02,NaN,NaN,NaN,0.84
308,NaN,0.28,1.05,NaN,NaN,NaN,0.84
308.5,NaN,0.17,1.08,NaN,NaN,NaN,0.84
309,NaN,0.14,1.10,NaN,NaN,NaN,0.83
309.5,NaN,0.07,1.13,NaN,NaN,NaN,0.83
310,NaN,0.01,1.14,NaN,NaN,NaN,0.82
310.5,NaN,NaN,1.17,NaN,NaN,NaN,0.82
311,NaN,NaN,1.20,NaN,NaN,NaN,0.81
311.5,NaN,NaN,1.21,NaN,NaN,NaN,0.81
312,NaN,NaN,1.23,NaN,NaN,NaN,0.82
312.5,NaN,NaN,1.23,NaN,NaN,NaN,0.80
313,NaN,NaN,1.24,NaN,NaN,NaN,0.81
313.5,NaN,NaN,1.25,NaN,NaN,NaN,0.81
314,NaN,NaN,1.25,NaN,NaN,NaN,0.84
314.5,NaN,NaN,1.27,NaN,NaN,NaN,0.87
315,NaN,NaN,1.25,NaN,NaN,NaN,0.89
315.5,NaN,NaN,1.24,NaN,NaN,NaN,0.93
316,NaN,NaN,1.24,NaN,NaN,NaN,0.94
316.5,NaN,NaN,1.24,NaN,NaN,NaN,0.93
317,NaN,NaN,1.23,NaN,NaN,NaN,0.94
317.5,NaN,NaN,1.23,NaN,NaN,NaN,0.95
318,NaN,NaN,1.20,NaN,NaN,NaN,0.95
318.5,NaN,NaN,1.19,NaN,NaN,NaN,0.95
319,NaN,NaN,1.18,NaN,NaN,NaN,0.94
319.5,NaN,NaN,1.19,NaN,NaN,NaN,0.94
320,NaN,0.05,1.21,NaN,NaN,NaN,0.94
320.5,NaN,0.15,1.25,NaN,NaN,NaN,0.94
321,NaN,0.35,1.24,NaN,NaN,NaN,0.92
321.5,NaN,0.49,1.25,NaN,NaN,NaN,0.91
322,NaN,0.59,1.26,NaN,NaN,NaN,0.92
322.5,NaN,0.64,1.28,NaN,NaN,NaN,0.92
323,NaN,0.74,1.29,NaN,NaN,NaN,0.90
323.5,NaN,0.81,1.30,NaN,NaN,NaN,0.90
324,NaN,0.87,1.33,NaN,NaN,NaN,0.87
324.5,NaN,0.94,1.34,NaN,NaN,NaN,0.83
325,NaN,0.98,1.34,NaN,NaN,NaN,0.81
325.5,NaN,1.02,1.36,NaN,NaN,NaN,0.76
326,NaN,1.05,1.37,NaN,NaN,NaN,0.71
326.5,NaN,1.05,1.38,NaN,NaN,NaN,0.69
327,NaN,1.06,1.39,NaN,NaN,NaN,0.68
327.5,NaN,1.05,1.41,NaN,NaN,NaN,0.67
328,NaN,1.05,1.45,NaN,NaN,NaN,0.68
328.5,NaN,1.02,1.47,NaN,NaN,NaN,0.65
329,NaN,0.99,1.51,NaN,NaN,NaN,0.64
329.5,NaN,1.00,1.53,NaN,NaN,NaN,0.64
330,NaN,1.00,1.55,NaN,NaN,NaN,0.62
330.5,NaN,0.99,1.55,NaN,NaN,NaN,0.61
331,NaN,0.92,1.54,NaN,NaN,NaN,0.61
331.5,NaN,0.89,1.53,NaN,NaN,NaN,0.60
332,NaN,0.90,1.53,NaN,NaN,NaN,0.58
332.5,NaN,0.90,1.54,NaN,NaN,NaN,0.56
333,NaN,0.94,1.54,NaN,NaN,NaN,0.56
333.5,NaN,0.95,1.54,NaN,NaN,NaN,0.54
334,NaN,0.97,1.52,NaN,NaN,NaN,0.53
334.5,NaN,1.00,1.52,NaN,NaN,NaN,0.53
335,NaN,1.02,1.50,NaN,NaN,NaN,0.53
335.5,NaN,1.06,1.49,NaN,NaN,NaN,0.50
336,NaN,1.12,1.49,NaN,NaN,NaN,0.50
336.5,NaN,1.19,1.49,NaN,NaN,NaN,0.51
337,NaN,1.22,1.49,NaN,NaN,NaN,0.53
337.5,NaN,1.25,1.47,NaN,NaN,NaN,0.55
338,NaN,1.28,1.44,NaN,NaN,NaN,0.57
338.5,NaN,1.29,1.44,NaN,NaN,NaN,0.60
339,NaN,1.30,1.43,NaN,NaN,NaN,0.62
339.5,NaN,1.29,1.43,NaN,NaN,NaN,0.65
340,NaN,1.29,1.43,NaN,NaN,NaN,0.69
340.5,NaN,1.26,1.44,NaN,NaN,NaN,0.76
341,NaN,1.22,1.45,NaN,NaN,NaN,0.78
341.5,NaN,1.17,1.46,NaN,NaN,NaN,0.80
342,NaN,1.11,1.47,NaN,NaN,NaN,0.81
342.5,NaN,1.08,1.46,NaN,NaN,NaN,0.87
343,NaN,1.05,1.47,NaN,NaN,NaN,0.90
343.5,NaN,1.07,1.46,NaN,NaN,NaN,0.93
344,NaN,1.08,1.45,NaN,NaN,NaN,0.97
344.5,NaN,1.14,1.45,NaN,NaN,NaN,0.99
345,NaN,1.17,1.45,NaN,NaN,NaN,1.00
345.5,NaN,1.22,1.45,NaN,NaN,NaN,1.02
346,NaN,1.25,1.45,NaN,NaN,NaN,1.04
346.5,NaN,1.30,1.43,NaN,NaN,NaN,1.07
347,NaN,1.34,1.44,NaN,NaN,NaN,1.07
347.5,NaN,1.35,1.43,NaN,NaN,NaN,1.08
348,NaN,1.40,1.46,NaN,NaN,NaN,1.07
348.5,NaN,1.41,1.47,NaN,NaN,NaN,1.07
349,NaN,1.41,1.53,NaN,NaN,NaN,1.07
349.5,NaN,1.41,1.58,NaN,NaN,NaN,1.08
350,NaN,1.39,1.59,NaN,NaN,NaN,1.08
350.5,NaN,1.39,1.62,NaN,NaN,NaN,1.08
351,NaN,1.42,1.64,NaN,NaN,NaN,1.06
351.5,NaN,1.41,1.67,NaN,NaN,NaN,1.06
352,NaN,1.40,1.72,NaN,NaN,NaN,1.05
352.5,NaN,1.36,1.75,NaN,NaN,NaN,1.06
353,NaN,1.37,1.79,NaN,NaN,NaN,1.04
353.5,NaN,1.33,1.84,NaN,NaN,NaN,1.05
354,NaN,1.28,1.93,NaN,NaN,NaN,1.07
354.5,NaN,1.26,2.00,NaN,NaN,NaN,1.08
355,NaN,1.21,2.03,NaN,NaN,NaN,1.08
355.5,NaN,1.17,2.07,NaN,NaN,NaN,1.10
356,NaN,1.13,2.10,NaN,NaN,NaN,1.11
356.5,NaN,1.12,2.07,NaN,NaN,NaN,1.13
357,NaN,1.11,1.99,NaN,NaN,NaN,1.14
357.5,NaN,1.08,1.96,NaN,NaN,NaN,1.17
358,NaN,1.05,1.90,NaN,NaN,NaN,1.17
358.5,NaN,1.03,1.83,NaN,NaN,NaN,1.19
359,NaN,1.02,1.75,NaN,NaN,NaN,1.21
359.5,NaN,1.01,1.75,NaN,NaN,NaN,1.21
360,NaN,0.99,1.70,NaN,NaN,NaN,1.23
360.5,NaN,0.98,1.67,NaN,NaN,NaN,1.25
361,NaN,0.98,1.62,NaN,NaN,NaN,1.24
361.5,NaN,1.03,1.60,NaN,NaN,NaN,1.25
362,NaN,1.06,1.58,NaN,NaN,NaN,1.24
362.5,NaN,1.11,1.57,NaN,NaN,NaN,1.22
363,NaN,1.14,1.54,NaN,NaN,NaN,1.22
363.5,NaN,1.19,1.49,NaN,NaN,NaN,1.20
364,NaN,1.24,1.45,NaN,NaN,NaN,1.18
364.5,NaN,1.26,1.43,NaN,NaN,NaN,1.18
365,NaN,1.30,1.41,NaN,NaN,NaN,1.16
365.5,NaN,1.35,1.39,NaN,NaN,NaN,1.15
366,NaN,1.36,1.35,NaN,NaN,NaN,1.14
366.5,NaN,1.35,1.31,NaN,NaN,NaN,1.09
367,NaN,1.35,1.29,NaN,NaN,NaN,1.08
367.5,NaN,1.34,1.25,NaN,NaN,NaN,1.03
368,NaN,1.35,1.21,NaN,NaN,NaN,1.00
368.5,NaN,1.35,1.18,NaN,NaN,NaN,0.95
369,NaN,1.33,1.14,NaN,NaN,NaN,0.94
369.5,NaN,1.33,1.13,NaN,NaN,NaN,0.92
370,NaN,1.30,1.12,NaN,NaN,NaN,0.87
370.5,NaN,1.25,1.13,NaN,NaN,NaN,0.83
371,NaN,1.20,1.12,NaN,NaN,NaN,0.81
371.5,NaN,1.17,1.11,NaN,NaN,NaN,0.79
372,NaN,1.16,1.12,NaN,NaN,NaN,0.78
372.5,NaN,1.12,1.11,NaN,NaN,NaN,0.79
373,NaN,1.08,1.09,NaN,NaN,NaN,0.77
373.5,NaN,1.05,1.06,NaN,NaN,NaN,0.79
374,NaN,0.99,1.03,NaN,NaN,NaN,0.81
374.5,NaN,0.97,1.02,NaN,NaN,NaN,0.82
375,NaN,0.92,1.00,NaN,NaN,NaN,0.83
375.5,NaN,0.86,0.99,NaN,NaN,NaN,0.85
376,NaN,0.79,0.95,NaN,NaN,NaN,0.88
376.5,NaN,0.71,0.93,NaN,NaN,NaN,0.88
377,NaN,0.67,0.92,NaN,NaN,NaN,0.89
377.5,NaN,0.55,0.90,NaN,NaN,NaN,0.92
378,NaN,0.41,0.88,NaN,NaN,NaN,0.95
378.5,NaN,0.30,0.87,NaN,NaN,NaN,1.01
379,NaN,0.23,0.88,NaN,NaN,NaN,1.05
379.5,NaN,0.22,0.88,NaN,NaN,NaN,1.08
380,NaN,0.21,0.90,NaN,NaN,NaN,1.12
380.5,NaN,0.21,0.92,NaN,NaN,NaN,1.18
381,NaN,0.23,0.97,NaN,NaN,NaN,1.24
381.5,NaN,0.33,1.03,NaN,NaN,NaN,1.30
382,NaN,0.39,1.05,NaN,NaN,NaN,1.33
382.5,NaN,0.51,1.09,NaN,NaN,NaN,1.40
383,NaN,0.63,1.13,NaN,NaN,NaN,1.44
383.5,NaN,0.76,1.16,NaN,NaN,NaN,1.49
384,NaN,0.90,1.19,NaN,NaN,NaN,1.53
384.5,NaN,0.91,1.22,NaN,NaN,NaN,1.54
385,NaN,0.97,1.27,NaN,NaN,NaN,1.55
385.5,NaN,0.95,1.34,NaN,NaN,NaN,1.56
386,NaN,0.95,1.41,NaN,NaN,NaN,1.57
386.5,NaN,1.01,1.48,NaN,NaN,NaN,1.58
387,NaN,1.06,1.51,NaN,NaN,NaN,1.58
387.5,NaN,1.17,1.61,NaN,NaN,NaN,1.59
388,NaN,1.25,1.72,NaN,NaN,NaN,1.57
388.5,NaN,1.30,1.80,NaN,NaN,NaN,1.54
389,NaN,1.32,1.89,NaN,NaN,NaN,1.50
389.5,NaN,1.34,1.92,NaN,NaN,NaN,1.48
390,NaN,1.36,1.98,NaN,NaN,NaN,1.42
390.5,NaN,1.38,2.03,NaN,NaN,NaN,1.35
391,NaN,1.36,2.08,NaN,NaN,NaN,1.30
391.5,NaN,1.32,2.11,NaN,NaN,NaN,1.22
392,NaN,1.28,2.11,NaN,NaN,NaN,1.18
392.5,NaN,1.22,2.15,NaN,NaN,NaN,1.11
393,NaN,1.19,2.15,NaN,NaN,NaN,1.04
393.5,NaN,1.16,2.11,NaN,NaN,NaN,0.95
394,NaN,1.16,2.06,NaN,NaN,NaN,0.87
394.5,NaN,1.14,2.02,NaN,NaN,NaN,0.80
395,NaN,1.12,1.95,NaN,NaN,NaN,0.71
395.5,NaN,1.06,1.86,NaN,NaN,NaN,0.65
396,NaN,0.99,1.76,NaN,NaN,NaN,0.57
396.5,NaN,0.92,1.65,NaN,NaN,NaN,0.50
397,NaN,0.88,1.59,NaN,NaN,NaN,0.46
397.5,NaN,0.79,1.46,NaN,NaN,NaN,0.39
398,NaN,0.74,1.33,NaN,NaN,NaN,0.33
398.5,NaN,0.69,1.24,NaN,NaN,NaN,0.31
399,NaN,0.66,1.14,NaN,NaN,NaN,0.28
399.5,NaN,0.64,1.09,NaN,NaN,NaN,0.28
400,NaN,0.62,0.96,NaN,NaN,NaN,0.28
400.5,NaN,0.60,0.86,NaN,NaN,NaN,0.27
401,NaN,0.60,0.82,NaN,NaN,NaN,0.27
401.5,NaN,0.63,0.80,NaN,NaN,NaN,0.27
402,NaN,0.65,0.80,NaN,NaN,NaN,0.28
402.5,NaN,0.71,0.82,NaN,NaN,NaN,0.28
403,NaN,0.75,0.83,NaN,NaN,NaN,0.25
403.5,NaN,0.76,0.86,NaN,NaN,NaN,0.24
404,NaN,0.78,0.87,NaN,NaN,NaN,0.21
404.5,NaN,0.81,0.89,NaN,NaN,NaN,0.20
405,NaN,0.84,0.92,NaN,NaN,NaN,0.20
405.5,NaN,0.91,0.94,NaN,NaN,NaN,0.22
406,NaN,0.98,0.92,NaN,NaN,NaN,0.22
406.5,NaN,1.00,0.91,NaN,NaN,NaN,0.24
407,NaN,1.03,0.90,NaN,NaN,NaN,0.24
407.5,NaN,1.01,0.88,NaN,NaN,NaN,0.25
408,NaN,0.98,0.88,NaN,NaN,NaN,0.25
408.5,NaN,1.02,0.90,NaN,NaN,NaN,0.27
409,NaN,1.07,0.92,NaN,NaN,NaN,0.29
409.5,NaN,1.09,0.92,NaN,NaN,NaN,0.33
410,NaN,1.07,0.95,NaN,NaN,NaN,0.38
410.5,NaN,1.07,0.99,NaN,NaN,NaN,0.45
411,NaN,1.02,1.01,NaN,NaN,NaN,0.54
411.5,NaN,1.00,1.04,NaN,NaN,NaN,0.59
412,NaN,0.99,1.06,NaN,NaN,NaN,0.68
412.5,NaN,0.95,1.05,NaN,NaN,NaN,0.76
413,NaN,0.90,1.07,NaN,NaN,NaN,0.83
413.5,NaN,0.85,1.08,NaN,NaN,NaN,0.92
414,NaN,0.81,1.09,NaN,NaN,NaN,0.95
414.5,NaN,0.80,1.10,NaN,NaN,NaN,1.03
415,NaN,0.78,1.11,NaN,NaN,NaN,1.10
415.5,NaN,0.75,1.13,NaN,NaN,NaN,1.17
416,NaN,0.78,1.19,NaN,NaN,NaN,1.25
416.5,NaN,0.80,1.23,NaN,NaN,NaN,1.29
417,NaN,0.79,1.27,NaN,NaN,NaN,1.34
417.5,NaN,0.79,1.31,NaN,NaN,NaN,1.41
418,NaN,0.78,1.36,NaN,NaN,NaN,1.45
418.5,NaN,0.78,1.39,NaN,NaN,NaN,1.51
419,NaN,0.77,1.40,NaN,NaN,NaN,1.54
419.5,NaN,0.77,1.40,NaN,NaN,NaN,1.60
420,NaN,0.78,1.40,NaN,NaN,NaN,1.63
420.5,NaN,0.76,1.39,NaN,NaN,NaN,1.67
421,NaN,0.74,1.36,NaN,NaN,NaN,1.67
421.5,NaN,0.71,1.33,NaN,NaN,NaN,1.66
422,NaN,0.70,1.30,NaN,NaN,NaN,1.67
422.5,NaN,0.69,1.26,NaN,NaN,NaN,1.66
423,NaN,0.67,1.22,NaN,NaN,NaN,1.63
423.5,NaN,0.64,1.18,NaN,NaN,NaN,1.61
424,NaN,0.64,1.15,NaN,NaN,NaN,1.60
424.5,NaN,0.63,1.13,NaN,NaN,NaN,1.55
425,NaN,0.62,1.11,NaN,NaN,NaN,1.51
425.5,NaN,0.64,1.05,NaN,NaN,NaN,1.45
426,NaN,0.65,1.01,NaN,NaN,NaN,1.40
426.5,NaN,0.67,0.99,NaN,NaN,NaN,1.38
427,NaN,0.69,0.98,NaN,NaN,NaN,1.31
427.5,NaN,0.67,0.97,NaN,NaN,NaN,1.25
428,NaN,0.64,0.96,NaN,NaN,NaN,1.17
428.5,NaN,0.61,0.97,NaN,NaN,NaN,1.12
429,NaN,0.58,0.99,NaN,NaN,NaN,1.08
429.5,NaN,0.53,1.03,NaN,NaN,NaN,1.02
430,NaN,0.48,1.04,NaN,NaN,NaN,0.98
430.5,NaN,0.45,1.07,NaN,NaN,NaN,0.97
431,NaN,0.42,1.11,NaN,NaN,NaN,0.95
431.5,NaN,0.40,1.10,NaN,NaN,NaN,0.94
432,NaN,0.40,1.11,NaN,NaN,NaN,0.95
432.5,NaN,0.38,1.13,NaN,NaN,NaN,0.97
433,NaN,0.35,1.12,NaN,NaN,NaN,1.01
433.5,NaN,0.32,1.07,NaN,NaN,NaN,1.02
434,NaN,0.30,1.05,NaN,NaN,NaN,1.05
434.5,NaN,0.28,0.98,NaN,NaN,NaN,1.07
435,NaN,0.30,0.88,NaN,NaN,NaN,1.07
435.5,NaN,0.33,0.85,NaN,NaN,NaN,1.06
436,NaN,0.37,0.85,NaN,NaN,NaN,1.06
436.5,NaN,0.38,0.86,NaN,NaN,NaN,1.07
437,NaN,0.44,0.87,NaN,NaN,NaN,1.09
437.5,NaN,0.47,0.92,NaN,NaN,NaN,1.12
438,NaN,0.52,0.96,NaN,NaN,NaN,1.15
438.5,NaN,0.54,0.97,NaN,NaN,NaN,1.19
439,NaN,0.56,0.98,NaN,NaN,NaN,1.20
439.5,NaN,0.65,1.01,NaN,NaN,NaN,1.25
440,NaN,0.76,0.98,NaN,NaN,NaN,1.31
